Kode Wilayah;Provinsi;Kabupaten Kota;Komoditas ;Tanggal;No;HET/HA ;Level 2 All
7318;Sulawesi Selatan;Kab. Tana Toraja;Tepung Terigu;30/06/2026;6349;;
7318;Sulawesi Selatan;Kab. Tana Toraja;Tepung Terigu;29/06/2026;6349;;12500
7322;Sulawesi Selatan;Kab. Luwu Utara;Bawang Merah;30/06/2026;6350;41500;
7322;Sulawesi Selatan;Kab. Luwu Utara;Bawang Merah;29/06/2026;6350;41500;45000
7322;Sulawesi Selatan;Kab. Luwu Utara;Bawang Putih Honan;30/06/2026;6351;38000;
7322;Sulawesi Selatan;Kab. Luwu Utara;Bawang Putih Honan;29/06/2026;6351;38000;38000
7322;Sulawesi Selatan;Kab. Luwu Utara;Beras Medium;30/06/2026;6352;13500;
7322;Sulawesi Selatan;Kab. Luwu Utara;Beras Medium;29/06/2026;6352;13500;13500
7322;Sulawesi Selatan;Kab. Luwu Utara;Beras Premium;30/06/2026;6353;14900;
7322;Sulawesi Selatan;Kab. Luwu Utara;Beras Premium;29/06/2026;6353;14900;14700
7322;Sulawesi Selatan;Kab. Luwu Utara;Cabai Merah Besar;30/06/2026;6354;;
7322;Sulawesi Selatan;Kab. Luwu Utara;Cabai Merah Besar;29/06/2026;6354;;50000
7322;Sulawesi Selatan;Kab. Luwu Utara;Cabai Merah Keriting;30/06/2026;6355;55000;
7322;Sulawesi Selatan;Kab. Luwu Utara;Cabai Merah Keriting;29/06/2026;6355;55000;45000
7322;Sulawesi Selatan;Kab. Luwu Utara;Cabai Rawit Merah;30/06/2026;6356;57000;
7322;Sulawesi Selatan;Kab. Luwu Utara;Cabai Rawit Merah;29/06/2026;6356;57000;40000
7322;Sulawesi Selatan;Kab. Luwu Utara;Daging Ayam Ras;30/06/2026;6357;40000;
7322;Sulawesi Selatan;Kab. Luwu Utara;Daging Ayam Ras;29/06/2026;6357;40000;25000
7322;Sulawesi Selatan;Kab. Luwu Utara;Daging Sapi Paha Belakang;30/06/2026;6358;140000;
7322;Sulawesi Selatan;Kab. Luwu Utara;Daging Sapi Paha Belakang;29/06/2026;6358;140000;140000
7322;Sulawesi Selatan;Kab. Luwu Utara;Garam Halus;30/06/2026;6359;;
7322;Sulawesi Selatan;Kab. Luwu Utara;Garam Halus;29/06/2026;6359;;10000
7322;Sulawesi Selatan;Kab. Luwu Utara;Gula Pasir Curah;30/06/2026;6360;17500;
7322;Sulawesi Selatan;Kab. Luwu Utara;Gula Pasir Curah;29/06/2026;6360;17500;18000
7322;Sulawesi Selatan;Kab. Luwu Utara;Minyak Goreng Sawit Curah;30/06/2026;6361;;
7322;Sulawesi Selatan;Kab. Luwu Utara;Minyak Goreng Sawit Curah;29/06/2026;6361;;17000
7322;Sulawesi Selatan;Kab. Luwu Utara;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6362;;
7322;Sulawesi Selatan;Kab. Luwu Utara;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6362;;24000
7322;Sulawesi Selatan;Kab. Luwu Utara;Minyakita;30/06/2026;6363;15700;
7322;Sulawesi Selatan;Kab. Luwu Utara;Minyakita;29/06/2026;6363;15700;15700
7322;Sulawesi Selatan;Kab. Luwu Utara;Telur Ayam Ras;30/06/2026;6364;30000;
7322;Sulawesi Selatan;Kab. Luwu Utara;Telur Ayam Ras;29/06/2026;6364;30000;22500
7322;Sulawesi Selatan;Kab. Luwu Utara;Tepung Terigu;30/06/2026;6365;;
7322;Sulawesi Selatan;Kab. Luwu Utara;Tepung Terigu;29/06/2026;6365;;12000
7324;Sulawesi Selatan;Kab. Luwu Timur;Bawang Merah;30/06/2026;6366;41500;45000
7324;Sulawesi Selatan;Kab. Luwu Timur;Bawang Merah;29/06/2026;6366;41500;45000
7324;Sulawesi Selatan;Kab. Luwu Timur;Bawang Putih Honan;30/06/2026;6367;38000;38000
7324;Sulawesi Selatan;Kab. Luwu Timur;Bawang Putih Honan;29/06/2026;6367;38000;38000
7324;Sulawesi Selatan;Kab. Luwu Timur;Beras Medium;30/06/2026;6368;13500;13000
7324;Sulawesi Selatan;Kab. Luwu Timur;Beras Medium;29/06/2026;6368;13500;13000
7324;Sulawesi Selatan;Kab. Luwu Timur;Beras Premium;30/06/2026;6369;14900;14900
7324;Sulawesi Selatan;Kab. Luwu Timur;Beras Premium;29/06/2026;6369;14900;14900
7324;Sulawesi Selatan;Kab. Luwu Timur;Cabai Merah Besar;30/06/2026;6370;;50000
7324;Sulawesi Selatan;Kab. Luwu Timur;Cabai Merah Besar;29/06/2026;6370;;50000
7324;Sulawesi Selatan;Kab. Luwu Timur;Cabai Merah Keriting;30/06/2026;6371;55000;45000
7324;Sulawesi Selatan;Kab. Luwu Timur;Cabai Merah Keriting;29/06/2026;6371;55000;45000
7324;Sulawesi Selatan;Kab. Luwu Timur;Cabai Rawit Merah;30/06/2026;6372;57000;50000
7324;Sulawesi Selatan;Kab. Luwu Timur;Cabai Rawit Merah;29/06/2026;6372;57000;50000
7324;Sulawesi Selatan;Kab. Luwu Timur;Daging Ayam Ras;30/06/2026;6373;40000;28000
7324;Sulawesi Selatan;Kab. Luwu Timur;Daging Ayam Ras;29/06/2026;6373;40000;28000
7324;Sulawesi Selatan;Kab. Luwu Timur;Daging Sapi Paha Belakang;30/06/2026;6374;140000;140000
7324;Sulawesi Selatan;Kab. Luwu Timur;Daging Sapi Paha Belakang;29/06/2026;6374;140000;140000
7324;Sulawesi Selatan;Kab. Luwu Timur;Garam Halus;30/06/2026;6375;;10000
7324;Sulawesi Selatan;Kab. Luwu Timur;Garam Halus;29/06/2026;6375;;10000
7324;Sulawesi Selatan;Kab. Luwu Timur;Gula Pasir Curah;30/06/2026;6376;17500;18000
7324;Sulawesi Selatan;Kab. Luwu Timur;Gula Pasir Curah;29/06/2026;6376;17500;18000
7324;Sulawesi Selatan;Kab. Luwu Timur;Minyak Goreng Sawit Curah;30/06/2026;6377;;17000
7324;Sulawesi Selatan;Kab. Luwu Timur;Minyak Goreng Sawit Curah;29/06/2026;6377;;17000
7324;Sulawesi Selatan;Kab. Luwu Timur;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6378;;24000
7324;Sulawesi Selatan;Kab. Luwu Timur;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6378;;24000
7324;Sulawesi Selatan;Kab. Luwu Timur;Minyakita;30/06/2026;6379;15700;15700
7324;Sulawesi Selatan;Kab. Luwu Timur;Minyakita;29/06/2026;6379;15700;15700
7324;Sulawesi Selatan;Kab. Luwu Timur;Telur Ayam Ras;30/06/2026;6380;30000;24000
7324;Sulawesi Selatan;Kab. Luwu Timur;Telur Ayam Ras;29/06/2026;6380;30000;24000
7324;Sulawesi Selatan;Kab. Luwu Timur;Tepung Terigu;30/06/2026;6381;;12000
7324;Sulawesi Selatan;Kab. Luwu Timur;Tepung Terigu;29/06/2026;6381;;12000
7326;Sulawesi Selatan;Kab. Toraja Utara;Bawang Merah;30/06/2026;6382;41500;
7326;Sulawesi Selatan;Kab. Toraja Utara;Bawang Merah;29/06/2026;6382;41500;41666,67
7326;Sulawesi Selatan;Kab. Toraja Utara;Bawang Putih Honan;30/06/2026;6383;38000;
7326;Sulawesi Selatan;Kab. Toraja Utara;Bawang Putih Honan;29/06/2026;6383;38000;38333,33
7326;Sulawesi Selatan;Kab. Toraja Utara;Beras Medium;30/06/2026;6384;13500;
7326;Sulawesi Selatan;Kab. Toraja Utara;Beras Medium;29/06/2026;6384;13500;13500
7326;Sulawesi Selatan;Kab. Toraja Utara;Beras Premium;30/06/2026;6385;14900;
7326;Sulawesi Selatan;Kab. Toraja Utara;Beras Premium;29/06/2026;6385;14900;15200
7326;Sulawesi Selatan;Kab. Toraja Utara;Cabai Merah Besar;30/06/2026;6386;;
7326;Sulawesi Selatan;Kab. Toraja Utara;Cabai Merah Besar;29/06/2026;6386;;48333,33
7326;Sulawesi Selatan;Kab. Toraja Utara;Cabai Merah Keriting;30/06/2026;6387;55000;
7326;Sulawesi Selatan;Kab. Toraja Utara;Cabai Merah Keriting;29/06/2026;6387;55000;33333,33
7326;Sulawesi Selatan;Kab. Toraja Utara;Cabai Rawit Merah;30/06/2026;6388;57000;
7326;Sulawesi Selatan;Kab. Toraja Utara;Cabai Rawit Merah;29/06/2026;6388;57000;50000
7326;Sulawesi Selatan;Kab. Toraja Utara;Daging Ayam Ras;30/06/2026;6389;40000;
7326;Sulawesi Selatan;Kab. Toraja Utara;Daging Ayam Ras;29/06/2026;6389;40000;30166,67
7326;Sulawesi Selatan;Kab. Toraja Utara;Garam Halus;30/06/2026;6390;;
7326;Sulawesi Selatan;Kab. Toraja Utara;Garam Halus;29/06/2026;6390;;15000
7326;Sulawesi Selatan;Kab. Toraja Utara;Gula Pasir Curah;30/06/2026;6391;17500;
7326;Sulawesi Selatan;Kab. Toraja Utara;Gula Pasir Curah;29/06/2026;6391;17500;18666,67
7326;Sulawesi Selatan;Kab. Toraja Utara;Ikan Kembung;30/06/2026;6392;;
7326;Sulawesi Selatan;Kab. Toraja Utara;Ikan Kembung;29/06/2026;6392;;60000
7326;Sulawesi Selatan;Kab. Toraja Utara;Minyak Goreng Sawit Curah;30/06/2026;6393;;
7326;Sulawesi Selatan;Kab. Toraja Utara;Minyak Goreng Sawit Curah;29/06/2026;6393;;20000
7326;Sulawesi Selatan;Kab. Toraja Utara;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6394;;
7326;Sulawesi Selatan;Kab. Toraja Utara;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6394;;26000
7326;Sulawesi Selatan;Kab. Toraja Utara;Minyakita;30/06/2026;6395;15700;
7326;Sulawesi Selatan;Kab. Toraja Utara;Minyakita;29/06/2026;6395;15700;15700
7326;Sulawesi Selatan;Kab. Toraja Utara;Telur Ayam Ras;30/06/2026;6396;30000;
7326;Sulawesi Selatan;Kab. Toraja Utara;Telur Ayam Ras;29/06/2026;6396;30000;24000
7326;Sulawesi Selatan;Kab. Toraja Utara;Tepung Terigu;30/06/2026;6397;;
7326;Sulawesi Selatan;Kab. Toraja Utara;Tepung Terigu;29/06/2026;6397;;11000
7371;Sulawesi Selatan;Kota Makassar;Bawang Merah;30/06/2026;6398;41500;
7371;Sulawesi Selatan;Kota Makassar;Bawang Merah;29/06/2026;6398;41500;33333,33
7371;Sulawesi Selatan;Kota Makassar;Bawang Putih Honan;30/06/2026;6399;38000;
7371;Sulawesi Selatan;Kota Makassar;Bawang Putih Honan;29/06/2026;6399;38000;36666,67
7371;Sulawesi Selatan;Kota Makassar;Beras Medium;30/06/2026;6400;13500;
7371;Sulawesi Selatan;Kota Makassar;Beras Medium;29/06/2026;6400;13500;13337,5
7371;Sulawesi Selatan;Kota Makassar;Beras Premium;30/06/2026;6401;14900;
7371;Sulawesi Selatan;Kota Makassar;Beras Premium;29/06/2026;6401;14900;14900
7371;Sulawesi Selatan;Kota Makassar;Cabai Merah Besar;30/06/2026;6402;;
7371;Sulawesi Selatan;Kota Makassar;Cabai Merah Besar;29/06/2026;6402;;41666,67
7371;Sulawesi Selatan;Kota Makassar;Cabai Merah Keriting;30/06/2026;6403;55000;
7371;Sulawesi Selatan;Kota Makassar;Cabai Merah Keriting;29/06/2026;6403;55000;30000
7371;Sulawesi Selatan;Kota Makassar;Cabai Rawit Merah;30/06/2026;6404;57000;
7371;Sulawesi Selatan;Kota Makassar;Cabai Rawit Merah;29/06/2026;6404;57000;23333,33
7371;Sulawesi Selatan;Kota Makassar;Daging Ayam Ras;30/06/2026;6405;40000;
7371;Sulawesi Selatan;Kota Makassar;Daging Ayam Ras;29/06/2026;6405;40000;28666,67
7371;Sulawesi Selatan;Kota Makassar;Daging Sapi Paha Belakang;30/06/2026;6406;140000;
7371;Sulawesi Selatan;Kota Makassar;Daging Sapi Paha Belakang;29/06/2026;6406;140000;120000
7371;Sulawesi Selatan;Kota Makassar;Garam Halus;30/06/2026;6407;;
7371;Sulawesi Selatan;Kota Makassar;Garam Halus;29/06/2026;6407;;10000
7371;Sulawesi Selatan;Kota Makassar;Gula Pasir Curah;30/06/2026;6408;17500;
7371;Sulawesi Selatan;Kota Makassar;Gula Pasir Curah;29/06/2026;6408;17500;17333,33
7371;Sulawesi Selatan;Kota Makassar;Minyak Goreng Sawit Curah;30/06/2026;6409;;
7371;Sulawesi Selatan;Kota Makassar;Minyak Goreng Sawit Curah;29/06/2026;6409;;17750
7371;Sulawesi Selatan;Kota Makassar;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6410;;
7371;Sulawesi Selatan;Kota Makassar;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6410;;22750
7371;Sulawesi Selatan;Kota Makassar;Minyakita;30/06/2026;6411;15700;
7371;Sulawesi Selatan;Kota Makassar;Minyakita;29/06/2026;6411;15700;15700
7371;Sulawesi Selatan;Kota Makassar;Telur Ayam Ras;30/06/2026;6412;30000;
7371;Sulawesi Selatan;Kota Makassar;Telur Ayam Ras;29/06/2026;6412;30000;26666,67
7371;Sulawesi Selatan;Kota Makassar;Tepung Terigu;30/06/2026;6413;;
7371;Sulawesi Selatan;Kota Makassar;Tepung Terigu;29/06/2026;6413;;11666,67
7372;Sulawesi Selatan;Kota Pare Pare;Bawang Merah;30/06/2026;6414;41500;
7372;Sulawesi Selatan;Kota Pare Pare;Bawang Merah;29/06/2026;6414;41500;46666,67
7372;Sulawesi Selatan;Kota Pare Pare;Bawang Putih Honan;30/06/2026;6415;38000;
7372;Sulawesi Selatan;Kota Pare Pare;Bawang Putih Honan;29/06/2026;6415;38000;40000
7372;Sulawesi Selatan;Kota Pare Pare;Beras Medium;30/06/2026;6416;13500;
7372;Sulawesi Selatan;Kota Pare Pare;Beras Medium;29/06/2026;6416;13500;14000
7372;Sulawesi Selatan;Kota Pare Pare;Beras Premium;30/06/2026;6417;14900;
7372;Sulawesi Selatan;Kota Pare Pare;Beras Premium;29/06/2026;6417;14900;14800
7372;Sulawesi Selatan;Kota Pare Pare;Cabai Merah Besar;30/06/2026;6418;;
7372;Sulawesi Selatan;Kota Pare Pare;Cabai Merah Besar;29/06/2026;6418;;49333,33
7372;Sulawesi Selatan;Kota Pare Pare;Cabai Merah Keriting;30/06/2026;6419;55000;
7372;Sulawesi Selatan;Kota Pare Pare;Cabai Merah Keriting;29/06/2026;6419;55000;40000
7372;Sulawesi Selatan;Kota Pare Pare;Cabai Rawit Merah;30/06/2026;6420;57000;
7372;Sulawesi Selatan;Kota Pare Pare;Cabai Rawit Merah;29/06/2026;6420;57000;43333,33
7372;Sulawesi Selatan;Kota Pare Pare;Daging Ayam Ras;30/06/2026;6421;40000;
7372;Sulawesi Selatan;Kota Pare Pare;Daging Ayam Ras;29/06/2026;6421;40000;24800
7372;Sulawesi Selatan;Kota Pare Pare;Daging Sapi Paha Belakang;30/06/2026;6422;140000;
7372;Sulawesi Selatan;Kota Pare Pare;Daging Sapi Paha Belakang;29/06/2026;6422;140000;130000
7372;Sulawesi Selatan;Kota Pare Pare;Garam Halus;30/06/2026;6423;;
7372;Sulawesi Selatan;Kota Pare Pare;Garam Halus;29/06/2026;6423;;10000
7372;Sulawesi Selatan;Kota Pare Pare;Gula Pasir Curah;30/06/2026;6424;17500;
7372;Sulawesi Selatan;Kota Pare Pare;Gula Pasir Curah;29/06/2026;6424;17500;18333,33
7372;Sulawesi Selatan;Kota Pare Pare;Minyak Goreng Sawit Curah;30/06/2026;6425;;
7372;Sulawesi Selatan;Kota Pare Pare;Minyak Goreng Sawit Curah;29/06/2026;6425;;18650
7372;Sulawesi Selatan;Kota Pare Pare;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6426;;
7372;Sulawesi Selatan;Kota Pare Pare;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6426;;22000
7372;Sulawesi Selatan;Kota Pare Pare;Minyakita;30/06/2026;6427;15700;
7372;Sulawesi Selatan;Kota Pare Pare;Minyakita;29/06/2026;6427;15700;15700
7372;Sulawesi Selatan;Kota Pare Pare;Telur Ayam Ras;30/06/2026;6428;30000;
7372;Sulawesi Selatan;Kota Pare Pare;Telur Ayam Ras;29/06/2026;6428;30000;22566,67
7372;Sulawesi Selatan;Kota Pare Pare;Tepung Terigu;30/06/2026;6429;;
7372;Sulawesi Selatan;Kota Pare Pare;Tepung Terigu;29/06/2026;6429;;11500
7373;Sulawesi Selatan;Kota Palopo;Bawang Merah;30/06/2026;6430;41500;
7373;Sulawesi Selatan;Kota Palopo;Bawang Merah;29/06/2026;6430;41500;50000
7373;Sulawesi Selatan;Kota Palopo;Bawang Putih Honan;30/06/2026;6431;38000;
7373;Sulawesi Selatan;Kota Palopo;Bawang Putih Honan;29/06/2026;6431;38000;40000
7373;Sulawesi Selatan;Kota Palopo;Beras Medium;30/06/2026;6432;13500;
7373;Sulawesi Selatan;Kota Palopo;Beras Medium;29/06/2026;6432;13500;13250
7373;Sulawesi Selatan;Kota Palopo;Beras Premium;30/06/2026;6433;14900;
7373;Sulawesi Selatan;Kota Palopo;Beras Premium;29/06/2026;6433;14900;16000
7373;Sulawesi Selatan;Kota Palopo;Cabai Merah Besar;30/06/2026;6434;;
7373;Sulawesi Selatan;Kota Palopo;Cabai Merah Besar;29/06/2026;6434;;60000
7373;Sulawesi Selatan;Kota Palopo;Cabai Merah Keriting;30/06/2026;6435;55000;
7373;Sulawesi Selatan;Kota Palopo;Cabai Merah Keriting;29/06/2026;6435;55000;50000
7373;Sulawesi Selatan;Kota Palopo;Cabai Rawit Merah;30/06/2026;6436;57000;
7373;Sulawesi Selatan;Kota Palopo;Cabai Rawit Merah;29/06/2026;6436;57000;60000
7373;Sulawesi Selatan;Kota Palopo;Daging Ayam Ras;30/06/2026;6437;40000;
7373;Sulawesi Selatan;Kota Palopo;Daging Ayam Ras;29/06/2026;6437;40000;33000
7373;Sulawesi Selatan;Kota Palopo;Daging Sapi Paha Belakang;30/06/2026;6438;140000;
7373;Sulawesi Selatan;Kota Palopo;Daging Sapi Paha Belakang;29/06/2026;6438;140000;140000
7373;Sulawesi Selatan;Kota Palopo;Garam Halus;30/06/2026;6439;;
7373;Sulawesi Selatan;Kota Palopo;Garam Halus;29/06/2026;6439;;10000
7373;Sulawesi Selatan;Kota Palopo;Gula Pasir Curah;30/06/2026;6440;17500;
7373;Sulawesi Selatan;Kota Palopo;Gula Pasir Curah;29/06/2026;6440;17500;19000
7373;Sulawesi Selatan;Kota Palopo;Minyak Goreng Sawit Curah;30/06/2026;6441;;
7373;Sulawesi Selatan;Kota Palopo;Minyak Goreng Sawit Curah;29/06/2026;6441;;18000
7373;Sulawesi Selatan;Kota Palopo;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6442;;
7373;Sulawesi Selatan;Kota Palopo;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6442;;22000
7373;Sulawesi Selatan;Kota Palopo;Minyakita;30/06/2026;6443;15700;
7373;Sulawesi Selatan;Kota Palopo;Minyakita;29/06/2026;6443;15700;15700
7373;Sulawesi Selatan;Kota Palopo;Telur Ayam Ras;30/06/2026;6444;30000;
7373;Sulawesi Selatan;Kota Palopo;Telur Ayam Ras;29/06/2026;6444;30000;30000
7373;Sulawesi Selatan;Kota Palopo;Tepung Terigu;30/06/2026;6445;;
7373;Sulawesi Selatan;Kota Palopo;Tepung Terigu;29/06/2026;6445;;12000
7401;Sulawesi Tenggara;Kab. Kolaka;Bawang Merah;30/06/2026;6446;41500;51666,67
7401;Sulawesi Tenggara;Kab. Kolaka;Bawang Merah;29/06/2026;6446;41500;51666,67
7401;Sulawesi Tenggara;Kab. Kolaka;Bawang Putih Honan;30/06/2026;6447;38000;48333,33
7401;Sulawesi Tenggara;Kab. Kolaka;Bawang Putih Honan;29/06/2026;6447;38000;48333,33
7401;Sulawesi Tenggara;Kab. Kolaka;Beras Medium;30/06/2026;6448;13500;15000
7401;Sulawesi Tenggara;Kab. Kolaka;Beras Medium;29/06/2026;6448;13500;15000
7401;Sulawesi Tenggara;Kab. Kolaka;Cabai Merah Besar;30/06/2026;6449;;46666,67
7401;Sulawesi Tenggara;Kab. Kolaka;Cabai Merah Besar;29/06/2026;6449;;46666,67
7401;Sulawesi Tenggara;Kab. Kolaka;Cabai Merah Keriting;30/06/2026;6450;55000;46666,67
7401;Sulawesi Tenggara;Kab. Kolaka;Cabai Merah Keriting;29/06/2026;6450;55000;46666,67
7401;Sulawesi Tenggara;Kab. Kolaka;Cabai Rawit Merah;30/06/2026;6451;57000;46666,67
7401;Sulawesi Tenggara;Kab. Kolaka;Cabai Rawit Merah;29/06/2026;6451;57000;46666,67
7401;Sulawesi Tenggara;Kab. Kolaka;Daging Ayam Ras;30/06/2026;6452;40000;35000
7401;Sulawesi Tenggara;Kab. Kolaka;Daging Ayam Ras;29/06/2026;6452;40000;35000
7401;Sulawesi Tenggara;Kab. Kolaka;Daging Sapi Paha Belakang;30/06/2026;6453;140000;140000
7401;Sulawesi Tenggara;Kab. Kolaka;Daging Sapi Paha Belakang;29/06/2026;6453;140000;140000
7401;Sulawesi Tenggara;Kab. Kolaka;Garam Halus;30/06/2026;6454;;10000
7401;Sulawesi Tenggara;Kab. Kolaka;Garam Halus;29/06/2026;6454;;10000
7401;Sulawesi Tenggara;Kab. Kolaka;Gula Pasir Curah;30/06/2026;6455;17500;18000
7401;Sulawesi Tenggara;Kab. Kolaka;Gula Pasir Curah;29/06/2026;6455;17500;18000
7401;Sulawesi Tenggara;Kab. Kolaka;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6456;;30000
7401;Sulawesi Tenggara;Kab. Kolaka;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6456;;30000
7401;Sulawesi Tenggara;Kab. Kolaka;Minyakita;30/06/2026;6457;15700;15800
7401;Sulawesi Tenggara;Kab. Kolaka;Minyakita;29/06/2026;6457;15700;18000
7401;Sulawesi Tenggara;Kab. Kolaka;Telur Ayam Ras;30/06/2026;6458;30000;29333
7401;Sulawesi Tenggara;Kab. Kolaka;Telur Ayam Ras;29/06/2026;6458;30000;29333
7401;Sulawesi Tenggara;Kab. Kolaka;Tepung Terigu;30/06/2026;6459;;14000
7401;Sulawesi Tenggara;Kab. Kolaka;Tepung Terigu;29/06/2026;6459;;14000
7402;Sulawesi Tenggara;Kab. Konawe;Bawang Merah;30/06/2026;6460;41500;
7402;Sulawesi Tenggara;Kab. Konawe;Bawang Merah;29/06/2026;6460;41500;40000
7402;Sulawesi Tenggara;Kab. Konawe;Bawang Putih Honan;30/06/2026;6461;38000;
7402;Sulawesi Tenggara;Kab. Konawe;Bawang Putih Honan;29/06/2026;6461;38000;45000
7402;Sulawesi Tenggara;Kab. Konawe;Beras Medium;30/06/2026;6462;13500;
7402;Sulawesi Tenggara;Kab. Konawe;Beras Medium;29/06/2026;6462;13500;13500
7402;Sulawesi Tenggara;Kab. Konawe;Beras Premium;30/06/2026;6463;14900;
7402;Sulawesi Tenggara;Kab. Konawe;Beras Premium;29/06/2026;6463;14900;15358,335
7402;Sulawesi Tenggara;Kab. Konawe;Cabai Merah Besar;30/06/2026;6464;;
7402;Sulawesi Tenggara;Kab. Konawe;Cabai Merah Besar;29/06/2026;6464;;63333,33
7402;Sulawesi Tenggara;Kab. Konawe;Cabai Merah Keriting;30/06/2026;6465;55000;
7402;Sulawesi Tenggara;Kab. Konawe;Cabai Merah Keriting;29/06/2026;6465;55000;50000
7402;Sulawesi Tenggara;Kab. Konawe;Cabai Rawit Merah;30/06/2026;6466;57000;
7402;Sulawesi Tenggara;Kab. Konawe;Cabai Rawit Merah;29/06/2026;6466;57000;53333,33
7402;Sulawesi Tenggara;Kab. Konawe;Daging Ayam Ras;30/06/2026;6467;40000;
7402;Sulawesi Tenggara;Kab. Konawe;Daging Ayam Ras;29/06/2026;6467;40000;45000
7402;Sulawesi Tenggara;Kab. Konawe;Daging Sapi Paha Belakang;30/06/2026;6468;140000;
7402;Sulawesi Tenggara;Kab. Konawe;Daging Sapi Paha Belakang;29/06/2026;6468;140000;140000
7402;Sulawesi Tenggara;Kab. Konawe;Garam Halus;30/06/2026;6469;;
7402;Sulawesi Tenggara;Kab. Konawe;Garam Halus;29/06/2026;6469;;10000
7402;Sulawesi Tenggara;Kab. Konawe;Gula Pasir Curah;30/06/2026;6470;17500;
7402;Sulawesi Tenggara;Kab. Konawe;Gula Pasir Curah;29/06/2026;6470;17500;19000
7402;Sulawesi Tenggara;Kab. Konawe;Ikan Kembung;30/06/2026;6471;;
7402;Sulawesi Tenggara;Kab. Konawe;Ikan Kembung;29/06/2026;6471;;50000
7402;Sulawesi Tenggara;Kab. Konawe;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6472;;
7402;Sulawesi Tenggara;Kab. Konawe;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6472;;27000
7402;Sulawesi Tenggara;Kab. Konawe;Minyakita;30/06/2026;6473;15700;
7402;Sulawesi Tenggara;Kab. Konawe;Minyakita;29/06/2026;6473;15700;16000
7402;Sulawesi Tenggara;Kab. Konawe;Telur Ayam Ras;30/06/2026;6474;30000;
7402;Sulawesi Tenggara;Kab. Konawe;Telur Ayam Ras;29/06/2026;6474;30000;27800
7402;Sulawesi Tenggara;Kab. Konawe;Tepung Terigu;30/06/2026;6475;;
7402;Sulawesi Tenggara;Kab. Konawe;Tepung Terigu;29/06/2026;6475;;12000
7403;Sulawesi Tenggara;Kab. Muna;Bawang Merah;30/06/2026;6476;41500;
7403;Sulawesi Tenggara;Kab. Muna;Bawang Merah;29/06/2026;6476;41500;50000
7403;Sulawesi Tenggara;Kab. Muna;Bawang Putih Honan;30/06/2026;6477;38000;
7403;Sulawesi Tenggara;Kab. Muna;Bawang Putih Honan;29/06/2026;6477;38000;45000
7403;Sulawesi Tenggara;Kab. Muna;Beras Medium;30/06/2026;6478;13500;
7403;Sulawesi Tenggara;Kab. Muna;Beras Medium;29/06/2026;6478;13500;15000
7403;Sulawesi Tenggara;Kab. Muna;Beras Premium;30/06/2026;6479;14900;
7403;Sulawesi Tenggara;Kab. Muna;Beras Premium;29/06/2026;6479;14900;15500
7403;Sulawesi Tenggara;Kab. Muna;Cabai Merah Besar;30/06/2026;6480;;
7403;Sulawesi Tenggara;Kab. Muna;Cabai Merah Besar;29/06/2026;6480;;60000
7403;Sulawesi Tenggara;Kab. Muna;Cabai Merah Keriting;30/06/2026;6481;55000;
7403;Sulawesi Tenggara;Kab. Muna;Cabai Merah Keriting;29/06/2026;6481;55000;60000
7403;Sulawesi Tenggara;Kab. Muna;Cabai Rawit Merah;30/06/2026;6482;57000;
7403;Sulawesi Tenggara;Kab. Muna;Cabai Rawit Merah;29/06/2026;6482;57000;40000
7403;Sulawesi Tenggara;Kab. Muna;Daging Ayam Ras;30/06/2026;6483;40000;
7403;Sulawesi Tenggara;Kab. Muna;Daging Ayam Ras;29/06/2026;6483;40000;30000
7403;Sulawesi Tenggara;Kab. Muna;Daging Sapi Paha Belakang;30/06/2026;6484;140000;
7403;Sulawesi Tenggara;Kab. Muna;Daging Sapi Paha Belakang;29/06/2026;6484;140000;140000
7403;Sulawesi Tenggara;Kab. Muna;Garam Halus;30/06/2026;6485;;
7403;Sulawesi Tenggara;Kab. Muna;Garam Halus;29/06/2026;6485;;12000
7403;Sulawesi Tenggara;Kab. Muna;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6486;;
7403;Sulawesi Tenggara;Kab. Muna;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6486;;25000
7403;Sulawesi Tenggara;Kab. Muna;Minyakita;30/06/2026;6487;15700;
7403;Sulawesi Tenggara;Kab. Muna;Minyakita;29/06/2026;6487;15700;15700
7403;Sulawesi Tenggara;Kab. Muna;Telur Ayam Ras;30/06/2026;6488;30000;
