Kode Wilayah;Provinsi;Kabupaten Kota;Komoditas ;Tanggal;No;HET/HA ;Level 2 All
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Beras Premium;30/06/2026;6212;14900;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Beras Premium;29/06/2026;6212;14900;14500
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Cabai Merah Besar;30/06/2026;6213;;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Cabai Merah Besar;29/06/2026;6213;;44000
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Cabai Merah Keriting;30/06/2026;6214;55000;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Cabai Merah Keriting;29/06/2026;6214;55000;32666,67
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Cabai Rawit Merah;30/06/2026;6215;57000;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Cabai Rawit Merah;29/06/2026;6215;57000;31666,67
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Daging Ayam Ras;30/06/2026;6216;40000;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Daging Ayam Ras;29/06/2026;6216;40000;31000
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Daging Sapi Paha Belakang;30/06/2026;6217;140000;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Daging Sapi Paha Belakang;29/06/2026;6217;140000;120000
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Garam Halus;30/06/2026;6218;;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Garam Halus;29/06/2026;6218;;10000
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Gula Pasir Curah;30/06/2026;6219;17500;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Gula Pasir Curah;29/06/2026;6219;17500;17000
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Minyak Goreng Sawit Curah;30/06/2026;6220;;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Minyak Goreng Sawit Curah;29/06/2026;6220;;18000
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6221;;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6221;;23000
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Minyakita;30/06/2026;6222;15700;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Minyakita;29/06/2026;6222;15700;15700
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Telur Ayam Ras;30/06/2026;6223;30000;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Telur Ayam Ras;29/06/2026;6223;30000;25733,33
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Tepung Terigu;30/06/2026;6224;;
7310;Sulawesi Selatan;Kab. Pangkajene Kepulauan;Tepung Terigu;29/06/2026;6224;;11000
7311;Sulawesi Selatan;Kab. Barru;Bawang Merah;30/06/2026;6225;41500;
7311;Sulawesi Selatan;Kab. Barru;Bawang Merah;29/06/2026;6225;41500;36666,67
7311;Sulawesi Selatan;Kab. Barru;Bawang Putih Honan;30/06/2026;6226;38000;
7311;Sulawesi Selatan;Kab. Barru;Bawang Putih Honan;29/06/2026;6226;38000;38333,33
7311;Sulawesi Selatan;Kab. Barru;Beras Medium;30/06/2026;6227;13500;
7311;Sulawesi Selatan;Kab. Barru;Beras Medium;29/06/2026;6227;13500;13083,335
7311;Sulawesi Selatan;Kab. Barru;Beras Premium;30/06/2026;6228;14900;
7311;Sulawesi Selatan;Kab. Barru;Beras Premium;29/06/2026;6228;14900;14166,67
7311;Sulawesi Selatan;Kab. Barru;Cabai Merah Besar;30/06/2026;6229;;
7311;Sulawesi Selatan;Kab. Barru;Cabai Merah Besar;29/06/2026;6229;;44333,33
7311;Sulawesi Selatan;Kab. Barru;Cabai Merah Keriting;30/06/2026;6230;55000;
7311;Sulawesi Selatan;Kab. Barru;Cabai Merah Keriting;29/06/2026;6230;55000;32666,67
7311;Sulawesi Selatan;Kab. Barru;Cabai Rawit Merah;30/06/2026;6231;57000;
7311;Sulawesi Selatan;Kab. Barru;Cabai Rawit Merah;29/06/2026;6231;57000;35000
7311;Sulawesi Selatan;Kab. Barru;Daging Ayam Ras;30/06/2026;6232;40000;
7311;Sulawesi Selatan;Kab. Barru;Daging Ayam Ras;29/06/2026;6232;40000;26000
7311;Sulawesi Selatan;Kab. Barru;Daging Sapi Paha Belakang;30/06/2026;6233;140000;
7311;Sulawesi Selatan;Kab. Barru;Daging Sapi Paha Belakang;29/06/2026;6233;140000;130000
7311;Sulawesi Selatan;Kab. Barru;Garam Halus;30/06/2026;6234;;
7311;Sulawesi Selatan;Kab. Barru;Garam Halus;29/06/2026;6234;;10000
7311;Sulawesi Selatan;Kab. Barru;Gula Pasir Curah;30/06/2026;6235;17500;
7311;Sulawesi Selatan;Kab. Barru;Gula Pasir Curah;29/06/2026;6235;17500;18000
7311;Sulawesi Selatan;Kab. Barru;Minyak Goreng Sawit Curah;30/06/2026;6236;;
7311;Sulawesi Selatan;Kab. Barru;Minyak Goreng Sawit Curah;29/06/2026;6236;;17666,67
7311;Sulawesi Selatan;Kab. Barru;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6237;;
7311;Sulawesi Selatan;Kab. Barru;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6237;;22666,67
7311;Sulawesi Selatan;Kab. Barru;Minyakita;30/06/2026;6238;15700;
7311;Sulawesi Selatan;Kab. Barru;Minyakita;29/06/2026;6238;15700;15700
7311;Sulawesi Selatan;Kab. Barru;Telur Ayam Ras;30/06/2026;6239;30000;
7311;Sulawesi Selatan;Kab. Barru;Telur Ayam Ras;29/06/2026;6239;30000;20966,67
7311;Sulawesi Selatan;Kab. Barru;Tepung Terigu;30/06/2026;6240;;
7311;Sulawesi Selatan;Kab. Barru;Tepung Terigu;29/06/2026;6240;;11000
7312;Sulawesi Selatan;Kab. Soppeng;Bawang Merah;30/06/2026;6241;41500;
7312;Sulawesi Selatan;Kab. Soppeng;Bawang Merah;29/06/2026;6241;41500;38333,33
7312;Sulawesi Selatan;Kab. Soppeng;Bawang Putih Honan;30/06/2026;6242;38000;
7312;Sulawesi Selatan;Kab. Soppeng;Bawang Putih Honan;29/06/2026;6242;38000;36666,67
7312;Sulawesi Selatan;Kab. Soppeng;Beras Medium;30/06/2026;6243;13500;
7312;Sulawesi Selatan;Kab. Soppeng;Beras Medium;29/06/2026;6243;13500;13166,67
7312;Sulawesi Selatan;Kab. Soppeng;Beras Premium;30/06/2026;6244;14900;
7312;Sulawesi Selatan;Kab. Soppeng;Beras Premium;29/06/2026;6244;14900;14500
7312;Sulawesi Selatan;Kab. Soppeng;Cabai Merah Besar;30/06/2026;6245;;
7312;Sulawesi Selatan;Kab. Soppeng;Cabai Merah Besar;29/06/2026;6245;;51666,67
7312;Sulawesi Selatan;Kab. Soppeng;Cabai Rawit Merah;30/06/2026;6246;57000;
7312;Sulawesi Selatan;Kab. Soppeng;Cabai Rawit Merah;29/06/2026;6246;57000;35000
7312;Sulawesi Selatan;Kab. Soppeng;Daging Ayam Ras;30/06/2026;6247;40000;
7312;Sulawesi Selatan;Kab. Soppeng;Daging Ayam Ras;29/06/2026;6247;40000;27500
7312;Sulawesi Selatan;Kab. Soppeng;Daging Sapi Paha Belakang;30/06/2026;6248;140000;
7312;Sulawesi Selatan;Kab. Soppeng;Daging Sapi Paha Belakang;29/06/2026;6248;140000;140000
7312;Sulawesi Selatan;Kab. Soppeng;Garam Halus;30/06/2026;6249;;
7312;Sulawesi Selatan;Kab. Soppeng;Garam Halus;29/06/2026;6249;;10000
7312;Sulawesi Selatan;Kab. Soppeng;Gula Pasir Curah;30/06/2026;6250;17500;
7312;Sulawesi Selatan;Kab. Soppeng;Gula Pasir Curah;29/06/2026;6250;17500;16000
7312;Sulawesi Selatan;Kab. Soppeng;Minyak Goreng Sawit Curah;30/06/2026;6251;;
7312;Sulawesi Selatan;Kab. Soppeng;Minyak Goreng Sawit Curah;29/06/2026;6251;;18000
7312;Sulawesi Selatan;Kab. Soppeng;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6252;;
7312;Sulawesi Selatan;Kab. Soppeng;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6252;;21333,33
7312;Sulawesi Selatan;Kab. Soppeng;Minyakita;30/06/2026;6253;15700;
7312;Sulawesi Selatan;Kab. Soppeng;Minyakita;29/06/2026;6253;15700;15700
7312;Sulawesi Selatan;Kab. Soppeng;Telur Ayam Ras;30/06/2026;6254;30000;
7312;Sulawesi Selatan;Kab. Soppeng;Telur Ayam Ras;29/06/2026;6254;30000;23642,67
7312;Sulawesi Selatan;Kab. Soppeng;Tepung Terigu;30/06/2026;6255;;
7312;Sulawesi Selatan;Kab. Soppeng;Tepung Terigu;29/06/2026;6255;;14000
7313;Sulawesi Selatan;Kab. Wajo;Bawang Merah;30/06/2026;6256;41500;
7313;Sulawesi Selatan;Kab. Wajo;Bawang Merah;29/06/2026;6256;41500;45000
7313;Sulawesi Selatan;Kab. Wajo;Bawang Putih Honan;30/06/2026;6257;38000;
7313;Sulawesi Selatan;Kab. Wajo;Bawang Putih Honan;29/06/2026;6257;38000;42000
7313;Sulawesi Selatan;Kab. Wajo;Beras Medium;30/06/2026;6258;13500;
7313;Sulawesi Selatan;Kab. Wajo;Beras Medium;29/06/2026;6258;13500;12500
7313;Sulawesi Selatan;Kab. Wajo;Beras Premium;30/06/2026;6259;14900;
7313;Sulawesi Selatan;Kab. Wajo;Beras Premium;29/06/2026;6259;14900;14500
7313;Sulawesi Selatan;Kab. Wajo;Cabai Merah Besar;30/06/2026;6260;;
7313;Sulawesi Selatan;Kab. Wajo;Cabai Merah Besar;29/06/2026;6260;;45000
7313;Sulawesi Selatan;Kab. Wajo;Cabai Merah Keriting;30/06/2026;6261;55000;
7313;Sulawesi Selatan;Kab. Wajo;Cabai Merah Keriting;29/06/2026;6261;55000;40000
7313;Sulawesi Selatan;Kab. Wajo;Cabai Rawit Merah;30/06/2026;6262;57000;
7313;Sulawesi Selatan;Kab. Wajo;Cabai Rawit Merah;29/06/2026;6262;57000;40000
7313;Sulawesi Selatan;Kab. Wajo;Daging Ayam Ras;30/06/2026;6263;40000;
7313;Sulawesi Selatan;Kab. Wajo;Daging Ayam Ras;29/06/2026;6263;40000;20000
7313;Sulawesi Selatan;Kab. Wajo;Daging Sapi Paha Belakang;30/06/2026;6264;140000;
7313;Sulawesi Selatan;Kab. Wajo;Daging Sapi Paha Belakang;29/06/2026;6264;140000;130000
7313;Sulawesi Selatan;Kab. Wajo;Garam Halus;30/06/2026;6265;;
7313;Sulawesi Selatan;Kab. Wajo;Garam Halus;29/06/2026;6265;;10000
7313;Sulawesi Selatan;Kab. Wajo;Gula Pasir Curah;30/06/2026;6266;17500;
7313;Sulawesi Selatan;Kab. Wajo;Gula Pasir Curah;29/06/2026;6266;17500;18500
7313;Sulawesi Selatan;Kab. Wajo;Minyak Goreng Sawit Curah;30/06/2026;6267;;
7313;Sulawesi Selatan;Kab. Wajo;Minyak Goreng Sawit Curah;29/06/2026;6267;;16800
7313;Sulawesi Selatan;Kab. Wajo;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6268;;
7313;Sulawesi Selatan;Kab. Wajo;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6268;;21000
7313;Sulawesi Selatan;Kab. Wajo;Minyakita;30/06/2026;6269;15700;
7313;Sulawesi Selatan;Kab. Wajo;Minyakita;29/06/2026;6269;15700;15700
7313;Sulawesi Selatan;Kab. Wajo;Telur Ayam Ras;30/06/2026;6270;30000;
7313;Sulawesi Selatan;Kab. Wajo;Telur Ayam Ras;29/06/2026;6270;30000;24000
7313;Sulawesi Selatan;Kab. Wajo;Tepung Terigu;30/06/2026;6271;;
7313;Sulawesi Selatan;Kab. Wajo;Tepung Terigu;29/06/2026;6271;;11000
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Bawang Merah;30/06/2026;6272;41500;35333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Bawang Merah;29/06/2026;6272;41500;35333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Bawang Putih Honan;30/06/2026;6273;38000;37333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Bawang Putih Honan;29/06/2026;6273;38000;37333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Beras Medium;30/06/2026;6274;13500;13200
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Beras Medium;29/06/2026;6274;13500;13200
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Beras Premium;30/06/2026;6275;14900;14900
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Beras Premium;29/06/2026;6275;14900;14900
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Cabai Merah Besar;30/06/2026;6276;;42666,67
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Cabai Merah Besar;29/06/2026;6276;;42666,67
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Cabai Merah Keriting;30/06/2026;6277;55000;33333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Cabai Merah Keriting;29/06/2026;6277;55000;33333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Cabai Rawit Merah;30/06/2026;6278;57000;38333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Cabai Rawit Merah;29/06/2026;6278;57000;38333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Daging Ayam Ras;30/06/2026;6279;40000;23666,67
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Daging Ayam Ras;29/06/2026;6279;40000;23666,67
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Daging Sapi Paha Belakang;30/06/2026;6280;140000;125000
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Daging Sapi Paha Belakang;29/06/2026;6280;140000;125000
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Garam Halus;30/06/2026;6281;;10000
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Garam Halus;29/06/2026;6281;;10000
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Gula Pasir Curah;30/06/2026;6282;17500;17666,67
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Gula Pasir Curah;29/06/2026;6282;17500;17666,67
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Minyak Goreng Sawit Curah;30/06/2026;6283;;19333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Minyak Goreng Sawit Curah;29/06/2026;6283;;19333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6284;;22333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6284;;22333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Minyakita;30/06/2026;6285;15700;15500
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Minyakita;29/06/2026;6285;15700;15500
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Telur Ayam Ras;30/06/2026;6286;30000;20333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Telur Ayam Ras;29/06/2026;6286;30000;20333,33
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Tepung Terigu;30/06/2026;6287;;11000
7314;Sulawesi Selatan;Kab. Sidenreng Rappang;Tepung Terigu;29/06/2026;6287;;11000
7315;Sulawesi Selatan;Kab. Pinrang;Bawang Merah;30/06/2026;6288;41500;
7315;Sulawesi Selatan;Kab. Pinrang;Bawang Merah;29/06/2026;6288;41500;38333,33
7315;Sulawesi Selatan;Kab. Pinrang;Bawang Putih Honan;30/06/2026;6289;38000;
7315;Sulawesi Selatan;Kab. Pinrang;Bawang Putih Honan;29/06/2026;6289;38000;38000
7315;Sulawesi Selatan;Kab. Pinrang;Beras Medium;30/06/2026;6290;13500;
7315;Sulawesi Selatan;Kab. Pinrang;Beras Medium;29/06/2026;6290;13500;13300
7315;Sulawesi Selatan;Kab. Pinrang;Beras Premium;30/06/2026;6291;14900;
7315;Sulawesi Selatan;Kab. Pinrang;Beras Premium;29/06/2026;6291;14900;14750
7315;Sulawesi Selatan;Kab. Pinrang;Cabai Merah Besar;30/06/2026;6292;;
7315;Sulawesi Selatan;Kab. Pinrang;Cabai Merah Besar;29/06/2026;6292;;45000
7315;Sulawesi Selatan;Kab. Pinrang;Cabai Merah Keriting;30/06/2026;6293;55000;
7315;Sulawesi Selatan;Kab. Pinrang;Cabai Merah Keriting;29/06/2026;6293;55000;33333,33
7315;Sulawesi Selatan;Kab. Pinrang;Cabai Rawit Merah;30/06/2026;6294;57000;
7315;Sulawesi Selatan;Kab. Pinrang;Cabai Rawit Merah;29/06/2026;6294;57000;40000
7315;Sulawesi Selatan;Kab. Pinrang;Daging Ayam Ras;30/06/2026;6295;40000;
7315;Sulawesi Selatan;Kab. Pinrang;Daging Ayam Ras;29/06/2026;6295;40000;25000
7315;Sulawesi Selatan;Kab. Pinrang;Daging Sapi Paha Belakang;30/06/2026;6296;140000;
7315;Sulawesi Selatan;Kab. Pinrang;Daging Sapi Paha Belakang;29/06/2026;6296;140000;130000
7315;Sulawesi Selatan;Kab. Pinrang;Garam Halus;30/06/2026;6297;;
7315;Sulawesi Selatan;Kab. Pinrang;Garam Halus;29/06/2026;6297;;10000
7315;Sulawesi Selatan;Kab. Pinrang;Gula Pasir Curah;30/06/2026;6298;17500;
7315;Sulawesi Selatan;Kab. Pinrang;Gula Pasir Curah;29/06/2026;6298;17500;17500
7315;Sulawesi Selatan;Kab. Pinrang;Minyak Goreng Sawit Curah;30/06/2026;6299;;
7315;Sulawesi Selatan;Kab. Pinrang;Minyak Goreng Sawit Curah;29/06/2026;6299;;18000
7315;Sulawesi Selatan;Kab. Pinrang;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6300;;
7315;Sulawesi Selatan;Kab. Pinrang;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6300;;21666,67
7315;Sulawesi Selatan;Kab. Pinrang;Minyakita;30/06/2026;6301;15700;
7315;Sulawesi Selatan;Kab. Pinrang;Minyakita;29/06/2026;6301;15700;15700
7315;Sulawesi Selatan;Kab. Pinrang;Telur Ayam Ras;30/06/2026;6302;30000;
7315;Sulawesi Selatan;Kab. Pinrang;Telur Ayam Ras;29/06/2026;6302;30000;24000
7315;Sulawesi Selatan;Kab. Pinrang;Tepung Terigu;30/06/2026;6303;;
7315;Sulawesi Selatan;Kab. Pinrang;Tepung Terigu;29/06/2026;6303;;11000
7316;Sulawesi Selatan;Kab. Enrekang;Bawang Merah;30/06/2026;6304;41500;28000
7316;Sulawesi Selatan;Kab. Enrekang;Bawang Merah;29/06/2026;6304;41500;28000
7316;Sulawesi Selatan;Kab. Enrekang;Bawang Putih Honan;30/06/2026;6305;38000;40000
7316;Sulawesi Selatan;Kab. Enrekang;Bawang Putih Honan;29/06/2026;6305;38000;40000
7316;Sulawesi Selatan;Kab. Enrekang;Beras Medium;30/06/2026;6306;13500;13425
7316;Sulawesi Selatan;Kab. Enrekang;Beras Medium;29/06/2026;6306;13500;13425
7316;Sulawesi Selatan;Kab. Enrekang;Beras Premium;30/06/2026;6307;14900;14900
7316;Sulawesi Selatan;Kab. Enrekang;Beras Premium;29/06/2026;6307;14900;14900
7316;Sulawesi Selatan;Kab. Enrekang;Cabai Merah Besar;30/06/2026;6308;;45000
7316;Sulawesi Selatan;Kab. Enrekang;Cabai Merah Besar;29/06/2026;6308;;45000
7316;Sulawesi Selatan;Kab. Enrekang;Cabai Merah Keriting;30/06/2026;6309;55000;29333,33
7316;Sulawesi Selatan;Kab. Enrekang;Cabai Merah Keriting;29/06/2026;6309;55000;29333,33
7316;Sulawesi Selatan;Kab. Enrekang;Cabai Rawit Merah;30/06/2026;6310;57000;46666,67
7316;Sulawesi Selatan;Kab. Enrekang;Cabai Rawit Merah;29/06/2026;6310;57000;46666,67
7316;Sulawesi Selatan;Kab. Enrekang;Daging Ayam Ras;30/06/2026;6311;40000;23000
7316;Sulawesi Selatan;Kab. Enrekang;Daging Ayam Ras;29/06/2026;6311;40000;23000
7316;Sulawesi Selatan;Kab. Enrekang;Daging Sapi Paha Belakang;30/06/2026;6312;140000;130000
7316;Sulawesi Selatan;Kab. Enrekang;Daging Sapi Paha Belakang;29/06/2026;6312;140000;130000
7316;Sulawesi Selatan;Kab. Enrekang;Garam Halus;30/06/2026;6313;;10000
7316;Sulawesi Selatan;Kab. Enrekang;Garam Halus;29/06/2026;6313;;10000
7316;Sulawesi Selatan;Kab. Enrekang;Gula Pasir Curah;30/06/2026;6314;17500;16700
7316;Sulawesi Selatan;Kab. Enrekang;Gula Pasir Curah;29/06/2026;6314;17500;16700
7316;Sulawesi Selatan;Kab. Enrekang;Minyak Goreng Sawit Curah;30/06/2026;6315;;20000
7316;Sulawesi Selatan;Kab. Enrekang;Minyak Goreng Sawit Curah;29/06/2026;6315;;20000
7316;Sulawesi Selatan;Kab. Enrekang;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6316;;24000
7316;Sulawesi Selatan;Kab. Enrekang;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6316;;24000
7316;Sulawesi Selatan;Kab. Enrekang;Minyakita;30/06/2026;6317;15700;15700
7316;Sulawesi Selatan;Kab. Enrekang;Minyakita;29/06/2026;6317;15700;15700
7316;Sulawesi Selatan;Kab. Enrekang;Telur Ayam Ras;30/06/2026;6318;30000;22750
7316;Sulawesi Selatan;Kab. Enrekang;Telur Ayam Ras;29/06/2026;6318;30000;22750
7316;Sulawesi Selatan;Kab. Enrekang;Tepung Terigu;30/06/2026;6319;;12000
7316;Sulawesi Selatan;Kab. Enrekang;Tepung Terigu;29/06/2026;6319;;12000
7317;Sulawesi Selatan;Kab. Luwu;Bawang Merah;30/06/2026;6320;41500;
7317;Sulawesi Selatan;Kab. Luwu;Bawang Merah;29/06/2026;6320;41500;50000
7317;Sulawesi Selatan;Kab. Luwu;Bawang Putih Honan;30/06/2026;6321;38000;
7317;Sulawesi Selatan;Kab. Luwu;Bawang Putih Honan;29/06/2026;6321;38000;45000
7317;Sulawesi Selatan;Kab. Luwu;Beras Medium;30/06/2026;6322;13500;
7317;Sulawesi Selatan;Kab. Luwu;Beras Medium;29/06/2026;6322;13500;14166,665
7317;Sulawesi Selatan;Kab. Luwu;Beras Premium;30/06/2026;6323;14900;
7317;Sulawesi Selatan;Kab. Luwu;Beras Premium;29/06/2026;6323;14900;15000
7317;Sulawesi Selatan;Kab. Luwu;Cabai Merah Besar;30/06/2026;6324;;
7317;Sulawesi Selatan;Kab. Luwu;Cabai Merah Besar;29/06/2026;6324;;60000
7317;Sulawesi Selatan;Kab. Luwu;Cabai Merah Keriting;30/06/2026;6325;55000;
7317;Sulawesi Selatan;Kab. Luwu;Cabai Merah Keriting;29/06/2026;6325;55000;50000
7317;Sulawesi Selatan;Kab. Luwu;Cabai Rawit Merah;30/06/2026;6326;57000;
7317;Sulawesi Selatan;Kab. Luwu;Cabai Rawit Merah;29/06/2026;6326;57000;46666,67
7317;Sulawesi Selatan;Kab. Luwu;Daging Ayam Ras;30/06/2026;6327;40000;
7317;Sulawesi Selatan;Kab. Luwu;Daging Ayam Ras;29/06/2026;6327;40000;26086
7317;Sulawesi Selatan;Kab. Luwu;Daging Sapi Paha Belakang;30/06/2026;6328;140000;
7317;Sulawesi Selatan;Kab. Luwu;Daging Sapi Paha Belakang;29/06/2026;6328;140000;150000
7317;Sulawesi Selatan;Kab. Luwu;Garam Halus;30/06/2026;6329;;
7317;Sulawesi Selatan;Kab. Luwu;Garam Halus;29/06/2026;6329;;12000
7317;Sulawesi Selatan;Kab. Luwu;Gula Pasir Curah;30/06/2026;6330;17500;
7317;Sulawesi Selatan;Kab. Luwu;Gula Pasir Curah;29/06/2026;6330;17500;19000
7317;Sulawesi Selatan;Kab. Luwu;Minyak Goreng Sawit Curah;30/06/2026;6331;;
7317;Sulawesi Selatan;Kab. Luwu;Minyak Goreng Sawit Curah;29/06/2026;6331;;21333
7317;Sulawesi Selatan;Kab. Luwu;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6332;;
7317;Sulawesi Selatan;Kab. Luwu;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6332;;25000
7317;Sulawesi Selatan;Kab. Luwu;Minyakita;30/06/2026;6333;15700;
7317;Sulawesi Selatan;Kab. Luwu;Minyakita;29/06/2026;6333;15700;15700
7317;Sulawesi Selatan;Kab. Luwu;Telur Ayam Ras;30/06/2026;6334;30000;
7317;Sulawesi Selatan;Kab. Luwu;Telur Ayam Ras;29/06/2026;6334;30000;22500
7317;Sulawesi Selatan;Kab. Luwu;Tepung Terigu;30/06/2026;6335;;
7317;Sulawesi Selatan;Kab. Luwu;Tepung Terigu;29/06/2026;6335;;12000
7318;Sulawesi Selatan;Kab. Tana Toraja;Bawang Merah;30/06/2026;6336;41500;
7318;Sulawesi Selatan;Kab. Tana Toraja;Bawang Merah;29/06/2026;6336;41500;43333,33
7318;Sulawesi Selatan;Kab. Tana Toraja;Bawang Putih Honan;30/06/2026;6337;38000;
7318;Sulawesi Selatan;Kab. Tana Toraja;Bawang Putih Honan;29/06/2026;6337;38000;40000
7318;Sulawesi Selatan;Kab. Tana Toraja;Beras Medium;30/06/2026;6338;13500;
7318;Sulawesi Selatan;Kab. Tana Toraja;Beras Medium;29/06/2026;6338;13500;13750
7318;Sulawesi Selatan;Kab. Tana Toraja;Beras Premium;30/06/2026;6339;14900;
7318;Sulawesi Selatan;Kab. Tana Toraja;Beras Premium;29/06/2026;6339;14900;14800
7318;Sulawesi Selatan;Kab. Tana Toraja;Cabai Merah Besar;30/06/2026;6340;;
7318;Sulawesi Selatan;Kab. Tana Toraja;Cabai Merah Besar;29/06/2026;6340;;51666,67
7318;Sulawesi Selatan;Kab. Tana Toraja;Cabai Merah Keriting;30/06/2026;6341;55000;
7318;Sulawesi Selatan;Kab. Tana Toraja;Cabai Merah Keriting;29/06/2026;6341;55000;38333,33
7318;Sulawesi Selatan;Kab. Tana Toraja;Cabai Rawit Merah;30/06/2026;6342;57000;
7318;Sulawesi Selatan;Kab. Tana Toraja;Cabai Rawit Merah;29/06/2026;6342;57000;60000
7318;Sulawesi Selatan;Kab. Tana Toraja;Daging Ayam Ras;30/06/2026;6343;40000;
7318;Sulawesi Selatan;Kab. Tana Toraja;Daging Ayam Ras;29/06/2026;6343;40000;38400
7318;Sulawesi Selatan;Kab. Tana Toraja;Garam Halus;30/06/2026;6344;;
7318;Sulawesi Selatan;Kab. Tana Toraja;Garam Halus;29/06/2026;6344;;10000
7318;Sulawesi Selatan;Kab. Tana Toraja;Gula Pasir Curah;30/06/2026;6345;17500;
7318;Sulawesi Selatan;Kab. Tana Toraja;Gula Pasir Curah;29/06/2026;6345;17500;20000
7318;Sulawesi Selatan;Kab. Tana Toraja;Minyak Goreng Sawit Kemasan Premium;30/06/2026;6346;;
7318;Sulawesi Selatan;Kab. Tana Toraja;Minyak Goreng Sawit Kemasan Premium;29/06/2026;6346;;26000
7318;Sulawesi Selatan;Kab. Tana Toraja;Minyakita;30/06/2026;6347;15700;
7318;Sulawesi Selatan;Kab. Tana Toraja;Minyakita;29/06/2026;6347;15700;15700
7318;Sulawesi Selatan;Kab. Tana Toraja;Telur Ayam Ras;30/06/2026;6348;30000;
7318;Sulawesi Selatan;Kab. Tana Toraja;Telur Ayam Ras;29/06/2026;6348;30000;23000
